ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ACTUAL_SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE
10371,32,100,3200,1/23/2005,Shipped,1,1,2005,Classic Cars,207,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10382,34,100,3400,2/17/2005,Shipped,1,2,2005,Classic Cars,207,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10395,33,69.12,2280.96,3/17/2005,Shipped,1,3,2005,Classic Cars,207,Lyon Souveniers,75508,France,EMEA,Small
10413,36,100,3600,5/5/2005,Shipped,2,5,2005,Classic Cars,207,Gift Depot Inc.,97562,USA,NA,Large
10103,27,100,2700,1/29/2003,Shipped,1,1,2003,Trucks and Buses,136,Baane Mini Imports,4110,Norway,EMEA,Medium
10113,21,100,2100,3/26/2003,Shipped,1,3,2003,Trucks and Buses,136,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10126,21,100,2100,5/28/2003,Shipped,2,5,2003,Trucks and Buses,136,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Small
10140,38,100,3800,7/24/2003,Shipped,3,7,2003,Trucks and Buses,136,Technics Stores Inc.,94217,USA,NA,Medium
10150,30,100,3000,9/19/2003,Shipped,3,9,2003,Trucks and Buses,136,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10164,49,100,4900,10/21/2003,Resolved,4,10,2003,Trucks and Buses,136,Mini Auto Werke,8010,Austria,EMEA,Medium
10174,43,100,4300,11/6/2003,Shipped,4,11,2003,Trucks and Buses,136,"Australian Gift Network, Co",4101,Australia,APAC,Medium
10183,41,100,4100,11/13/2003,Shipped,4,11,2003,Trucks and Buses,136,"Classic Gift Ideas, Inc",71270,USA,NA,Medium
10194,38,100,3800,11/25/2003,Shipped,4,11,2003,Trucks and Buses,136,"Saveley & Henriot, Co.",69004,France,EMEA,Medium
10206,28,100,2800,12/5/2003,Shipped,4,12,2003,Trucks and Buses,136,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Medium
10216,43,100,4300,2/2/2004,Shipped,1,2,2004,Trucks and Buses,136,Auto Assoc. & Cie.,78000,France,EMEA,Medium
10229,25,100,2500,3/11/2004,Shipped,1,3,2004,Trucks and Buses,136,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10245,38,100,3800,5/4/2004,Shipped,2,5,2004,Trucks and Buses,136,Super Scale Inc.,97823,USA,NA,Medium
10258,41,100,4100,6/15/2004,Shipped,2,6,2004,Trucks and Buses,136,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Medium
10270,28,100,2800,7/19/2004,Shipped,3,7,2004,Trucks and Buses,136,Souveniers And Things Co.,2067,Australia,APAC,Medium
10281,25,100,2500,8/19/2004,Shipped,3,8,2004,Trucks and Buses,136,Diecast Classics Inc.,70267,USA,NA,Small
10291,41,100,4100,9/8/2004,Shipped,3,9,2004,Trucks and Buses,136,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Medium
10304,39,100,3900,10/11/2004,Shipped,4,10,2004,Trucks and Buses,136,Auto Assoc. & Cie.,78000,France,EMEA,Medium
10313,21,100,2100,10/22/2004,Shipped,4,10,2004,Trucks and Buses,136,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Small
10322,27,100,2700,11/4/2004,Shipped,4,11,2004,Trucks and Buses,136,Online Diecast Creations Co.,62005,USA,NA,Medium
10333,33,99.21,3273.93,11/18/2004,Shipped,4,11,2004,Trucks and Buses,136,Mini Wheels Co.,Unknown,USA,NA,Medium
10347,29,100,2900,11/29/2004,Shipped,4,11,2004,Trucks and Buses,136,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10357,49,100,4900,12/10/2004,Shipped,4,12,2004,Trucks and Buses,136,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10370,49,100,4900,1/20/2005,Shipped,1,1,2005,Trucks and Buses,136,"Anna's Decorations, Ltd",2060,Australia,APAC,Large
10381,20,100,2000,2/17/2005,Shipped,1,2,2005,Trucks and Buses,136,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10391,39,63.2,2464.8,3/9/2005,Shipped,1,3,2005,Trucks and Buses,136,"Anna's Decorations, Ltd",2060,Australia,APAC,Small
10411,40,100,4000,5/1/2005,Shipped,2,5,2005,Trucks and Buses,136,Quebec Home Shopping Network,H1J 1C3,Canada,NA,Medium
10424,49,100,4900,5/31/2005,In Process,2,5,2005,Trucks and Buses,136,Euro Shopping Channel,28034,Spain,EMEA,Large
10107,21,100,2100,2/24/2003,Shipped,1,2,2003,Motorcycles,150,Land of Toys Inc.,10022,USA,NA,Medium
10121,50,100,5000,5/7/2003,Shipped,2,5,2003,Motorcycles,150,Reims Collectables,51100,France,EMEA,Large
10134,20,100,2000,7/1/2003,Shipped,3,7,2003,Motorcycles,150,Lyon Souveniers,75508,France,EMEA,Small
10145,49,100,4900,8/25/2003,Shipped,3,8,2003,Motorcycles,150,Toys4GrownUps.com,90003,USA,NA,Large
10159,38,100,3800,10/10/2003,Shipped,4,10,2003,Motorcycles,150,Corporate Gift Ideas Co.,Unknown,USA,NA,Medium
10169,35,100,3500,11/4/2003,Shipped,4,11,2003,Motorcycles,150,"Anna's Decorations, Ltd",2060,Australia,APAC,Medium
10180,40,100,4000,11/11/2003,Shipped,4,11,2003,Motorcycles,150,Daedalus Designs Imports,59000,France,EMEA,Medium
10189,28,100,2800,11/18/2003,Shipped,4,11,2003,Motorcycles,150,Toys4GrownUps.com,90003,USA,NA,Medium
10201,25,100,2500,12/1/2003,Shipped,4,12,2003,Motorcycles,150,Mini Wheels Co.,Unknown,USA,NA,Medium
10211,36,100,3600,1/15/2004,Shipped,1,1,2004,Motorcycles,150,Auto Canal Petit,75016,France,EMEA,Medium
10224,43,100,4300,2/21/2004,Shipped,1,2,2004,Motorcycles,150,Daedalus Designs Imports,59000,France,EMEA,Medium
10237,32,100,3200,4/5/2004,Shipped,2,4,2004,Motorcycles,150,Vitachrome Inc.,10022,USA,NA,Medium
10251,46,100,4600,5/18/2004,Shipped,2,5,2004,Motorcycles,150,Tekni Collectables Inc.,94019,USA,NA,Large
10263,48,100,4800,6/28/2004,Shipped,2,6,2004,Motorcycles,150,Gift Depot Inc.,97562,USA,NA,Medium
10276,43,100,4300,8/2/2004,Shipped,3,8,2004,Motorcycles,150,Online Mini Collectables,58339,USA,NA,Medium
10285,49,100,4900,8/27/2004,Shipped,3,8,2004,Motorcycles,150,Marta's Replicas Co.,51247,USA,NA,Medium
10299,24,100,2400,9/30/2004,Shipped,3,9,2004,Motorcycles,150,"Toys of Finland, Co.",21240,Finland,EMEA,Medium
10309,26,100,2600,10/15/2004,Shipped,4,10,2004,Motorcycles,150,Baane Mini Imports,4110,Norway,EMEA,Medium
10319,30,100,3000,11/3/2004,Shipped,4,11,2004,Motorcycles,150,Microscale Inc.,10022,USA,NA,Medium
10329,24,100,2400,11/15/2004,Shipped,4,11,2004,Motorcycles,150,Land of Toys Inc.,10022,USA,NA,Medium
10341,55,100,5500,11/24/2004,Shipped,4,11,2004,Motorcycles,150,Salzburg Collectables,5020,Austria,EMEA,Large
10362,22,100,2200,1/5/2005,Shipped,1,1,2005,Motorcycles,150,Technics Stores Inc.,94217,USA,NA,Medium
10375,49,78.92,3867.08,2/3/2005,Shipped,1,2,2005,Motorcycles,150,La Rochelle Gifts,44000,France,EMEA,Medium
10388,44,100,4400,3/3/2005,Shipped,1,3,2005,Motorcycles,150,FunGiftIdeas.com,50553,USA,NA,Medium
10403,66,100,6600,4/8/2005,Shipped,2,4,2005,Motorcycles,150,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Large
10417,21,100,2100,5/13/2005,Disputed,2,5,2005,Motorcycles,150,Euro Shopping Channel,28034,Spain,EMEA,Medium
10104,34,100,3400,1/31/2003,Shipped,1,1,2003,Classic Cars,151,Euro Shopping Channel,28034,Spain,EMEA,Medium
10117,43,100,4300,4/16/2003,Shipped,2,4,2003,Classic Cars,151,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10127,46,100,4600,6/3/2003,Shipped,2,6,2003,Classic Cars,151,Muscle Machine Inc,10022,USA,NA,Large
10142,33,100,3300,8/8/2003,Shipped,3,8,2003,Classic Cars,151,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10153,42,100,4200,9/28/2003,Shipped,3,9,2003,Classic Cars,151,Euro Shopping Channel,28034,Spain,EMEA,Medium
10165,34,100,3400,10/22/2003,Shipped,4,10,2003,Classic Cars,151,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10176,47,100,4700,11/6/2003,Shipped,4,11,2003,Classic Cars,151,L'ordine Souveniers,42100,Italy,EMEA,Large
10185,33,100,3300,11/14/2003,Shipped,4,11,2003,Classic Cars,151,Mini Creations Ltd.,50553,USA,NA,Medium
10196,24,100,2400,11/26/2003,Shipped,4,11,2003,Classic Cars,151,Super Scale Inc.,97823,USA,NA,Medium
10208,26,100,2600,1/2/2004,Shipped,1,1,2004,Classic Cars,151,"Saveley & Henriot, Co.",69004,France,EMEA,Medium
10220,30,100,3000,2/12/2004,Shipped,1,2,2004,Classic Cars,151,"Clover Collections, Co.",2,Ireland,EMEA,Medium
10230,43,100,4300,3/15/2004,Shipped,1,3,2004,Classic Cars,151,"Blauer See Auto, Co.",60528,Germany,EMEA,Large
10247,25,100,2500,5/5/2004,Shipped,2,5,2004,Classic Cars,151,Suominen Souveniers,FIN-02271,Finland,EMEA,Medium
10272,27,100,2700,7/20/2004,Shipped,3,7,2004,Classic Cars,151,Diecast Classics Inc.,70267,USA,NA,Medium
10282,27,100,2700,8/20/2004,Shipped,3,8,2004,Classic Cars,151,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10293,24,100,2400,9/9/2004,Shipped,3,9,2004,Classic Cars,151,Amica Models & Co.,10100,Italy,EMEA,Medium
10306,34,100,3400,10/14/2004,Shipped,4,10,2004,Classic Cars,151,"AV Stores, Co.",EC2 5NT,UK,EMEA,Medium
10314,46,100,4600,10/22/2004,Shipped,4,10,2004,Classic Cars,151,Heintze Collectables,8200,Denmark,EMEA,Medium
10324,27,54.33,1466.91,11/5/2004,Shipped,4,11,2004,Classic Cars,151,Vitachrome Inc.,10022,USA,NA,Small
10336,33,100,3300,11/20/2004,Shipped,4,11,2004,Classic Cars,151,"La Corne D'abondance, Co.",75012,France,EMEA,Medium
10348,47,100,4700,11/1/2004,Shipped,4,11,2004,Classic Cars,151,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Medium
10358,49,55.34,2711.66,12/10/2004,Shipped,4,12,2004,Classic Cars,151,Euro Shopping Channel,28034,Spain,EMEA,Small
10372,40,100,4000,1/26/2005,Shipped,1,1,2005,Classic Cars,151,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Medium
10382,37,100,3700,2/17/2005,Shipped,1,2,2005,Classic Cars,151,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10413,47,100,4700,5/5/2005,Shipped,2,5,2005,Classic Cars,151,Gift Depot Inc.,97562,USA,NA,Large
10108,45,100,4500,3/3/2003,Shipped,1,3,2003,Classic Cars,117,Cruz & Sons Co.,1227 MM,Philippines,Japan,Medium
10122,37,99.82,3693.34,5/8/2003,Shipped,2,5,2003,Classic Cars,117,Marseille Mini Autos,13008,France,EMEA,Medium
10135,48,100,4800,7/2/2003,Shipped,3,7,2003,Classic Cars,117,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10147,31,100,3100,9/5/2003,Shipped,3,9,2003,Classic Cars,117,Collectables For Less Inc.,58339,USA,NA,Medium
10160,46,100,4600,10/11/2003,Shipped,4,10,2003,Classic Cars,117,"Men 'R' US Retailers, Ltd.",Unknown,USA,NA,Medium
10170,47,100,4700,11/4/2003,Shipped,4,11,2003,Classic Cars,117,Mini Auto Werke,8010,Austria,EMEA,Medium
10181,28,100,2800,11/12/2003,Shipped,4,11,2003,Classic Cars,117,Herkku Gifts,N 5804,Norway,EMEA,Small
10191,40,100,4000,11/20/2003,Shipped,4,11,2003,Classic Cars,117,"Toms Spezialitten, Ltd",50739,Germany,EMEA,Medium
10203,20,100,2000,12/2/2003,Shipped,4,12,2003,Classic Cars,117,Euro Shopping Channel,28034,Spain,EMEA,Small
10212,39,100,3900,1/16/2004,Shipped,1,1,2004,Classic Cars,117,Euro Shopping Channel,28034,Spain,EMEA,Medium
10225,25,99.82,2495.5,2/22/2004,Shipped,1,2,2004,Classic Cars,117,"Vida Sport, Ltd",1203,Switzerland,EMEA,Small
10238,29,100,2900,4/9/2004,Shipped,2,4,2004,Classic Cars,117,Danish Wholesale Imports,1734,Denmark,EMEA,Medium
10253,22,100,2200,6/1/2004,Cancelled,2,6,2004,Classic Cars,117,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Small
10266,22,100,2200,7/6/2004,Shipped,3,7,2004,Classic Cars,117,L'ordine Souveniers,42100,Italy,EMEA,Small
10276,47,100,4700,8/2/2004,Shipped,3,8,2004,Classic Cars,117,Online Mini Collectables,58339,USA,NA,Medium
10287,45,100,4500,8/30/2004,Shipped,3,8,2004,Classic Cars,117,"Vida Sport, Ltd",1203,Switzerland,EMEA,Medium
10300,29,100,2900,10/4/2003,Shipped,4,10,2003,Classic Cars,117,"Blauer See Auto, Co.",60528,Germany,EMEA,Medium
10310,24,100,2400,10/16/2004,Shipped,4,10,2004,Classic Cars,117,"Toms Spezialitten, Ltd",50739,Germany,EMEA,Medium
10320,35,100,3500,11/3/2004,Shipped,4,11,2004,Classic Cars,117,"Volvo Model Replicas, Co",S-958 22,Sweden,EMEA,Medium
10329,46,83.63,3846.98,11/15/2004,Shipped,4,11,2004,Classic Cars,117,Land of Toys Inc.,10022,USA,NA,Medium
10341,44,95.93,4220.92,11/24/2004,Shipped,4,11,2004,Classic Cars,117,Salzburg Collectables,5020,Austria,EMEA,Medium
10363,34,96.73,3288.82,1/6/2005,Shipped,1,1,2005,Classic Cars,117,Suominen Souveniers,FIN-02271,Finland,EMEA,Medium
10376,35,100,3500,2/8/2005,Shipped,1,2,2005,Classic Cars,117,Boards & Toys Co.,92561,USA,NA,Medium
10389,25,72.38,1809.5,3/3/2005,Shipped,1,3,2005,Classic Cars,117,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Small
10419,10,100,1000,5/17/2005,Shipped,2,5,2005,Classic Cars,117,Salzburg Collectables,5020,Austria,EMEA,Small
10105,29,100,2900,2/11/2003,Shipped,1,2,2003,Classic Cars,173,Danish Wholesale Imports,1734,Denmark,EMEA,Medium
10117,39,100,3900,4/16/2003,Shipped,2,4,2003,Classic Cars,173,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10127,42,100,4200,6/3/2003,Shipped,2,6,2003,Classic Cars,173,Muscle Machine Inc,10022,USA,NA,Large
10142,46,100,4600,8/8/2003,Shipped,3,8,2003,Classic Cars,173,Mini Gifts Distributors Ltd.,97562,USA,NA,Large
10153,49,100,4900,9/28/2003,Shipped,3,9,2003,Classic Cars,173,Euro Shopping Channel,28034,Spain,EMEA,Large
10165,27,100,2700,10/22/2003,Shipped,4,10,2003,Classic Cars,173,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10176,50,100,5000,11/6/2003,Shipped,4,11,2003,Classic Cars,173,L'ordine Souveniers,42100,Italy,EMEA,Large
10185,43,100,4300,11/14/2003,Shipped,4,11,2003,Classic Cars,173,Mini Creations Ltd.,50553,USA,NA,Large
10196,38,100,3800,11/26/2003,Shipped,4,11,2003,Classic Cars,173,Super Scale Inc.,97823,USA,NA,Large
10208,20,100,2000,1/2/2004,Shipped,1,1,2004,Classic Cars,173,"Saveley & Henriot, Co.",69004,France,EMEA,Medium
10220,27,100,2700,2/12/2004,Shipped,1,2,2004,Classic Cars,173,"Clover Collections, Co.",2,Ireland,EMEA,Medium
10231,49,100,4900,3/19/2004,Shipped,1,3,2004,Classic Cars,173,CAF Imports,28023,Spain,EMEA,Medium
10247,27,100,2700,5/5/2004,Shipped,2,5,2004,Classic Cars,173,Suominen Souveniers,FIN-02271,Finland,EMEA,Medium
10272,39,100,3900,7/20/2004,Shipped,3,7,2004,Classic Cars,173,Diecast Classics Inc.,70267,USA,NA,Large
10282,24,100,2400,8/20/2004,Shipped,3,8,2004,Classic Cars,173,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10293,45,100,4500,9/9/2004,Shipped,3,9,2004,Classic Cars,173,Amica Models & Co.,10100,Italy,EMEA,Large
10306,20,100,2000,10/14/2004,Shipped,4,10,2004,Classic Cars,173,"AV Stores, Co.",EC2 5NT,UK,EMEA,Medium
10314,36,100,3600,10/22/2004,Shipped,4,10,2004,Classic Cars,173,Heintze Collectables,8200,Denmark,EMEA,Medium
10325,24,100,2400,11/5/2004,Shipped,4,11,2004,Classic Cars,173,Baane Mini Imports,4110,Norway,EMEA,Small
10336,49,63.38,3105.62,11/20/2004,Shipped,4,11,2004,Classic Cars,173,"La Corne D'abondance, Co.",75012,France,EMEA,Medium
10349,26,100,2600,12/1/2004,Shipped,4,12,2004,Classic Cars,173,Muscle Machine Inc,10022,USA,NA,Medium
10359,49,62.09,3042.41,12/15/2004,Shipped,4,12,2004,Classic Cars,173,Reims Collectables,51100,France,EMEA,Medium
10372,34,100,3400,1/26/2005,Shipped,1,1,2005,Classic Cars,173,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Medium
10382,34,95.35,3241.9,2/17/2005,Shipped,1,2,2005,Classic Cars,173,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10396,33,100,3300,3/23/2005,Shipped,1,3,2005,Classic Cars,173,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10413,22,100,2200,5/5/2005,Shipped,2,5,2005,Classic Cars,173,Gift Depot Inc.,97562,USA,NA,Medium
10108,39,89.38,3485.82,3/3/2003,Shipped,1,3,2003,Classic Cars,79,Cruz & Sons Co.,1227 MM,Philippines,Japan,Medium
10122,32,63.84,2042.88,5/8/2003,Shipped,2,5,2003,Classic Cars,79,Marseille Mini Autos,13008,France,EMEA,Small
10135,24,75.01,1800.24,7/2/2003,Shipped,3,7,2003,Classic Cars,79,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10147,21,63.84,1340.64,9/5/2003,Shipped,3,9,2003,Classic Cars,79,Collectables For Less Inc.,58339,USA,NA,Small
10159,24,73.42,1762.08,10/10/2003,Shipped,4,10,2003,Classic Cars,79,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10169,36,63.84,2298.24,11/4/2003,Shipped,4,11,2003,Classic Cars,79,"Anna's Decorations, Ltd",2060,Australia,APAC,Small
10181,20,81.4,1628,11/12/2003,Shipped,4,11,2003,Classic Cars,79,Herkku Gifts,N 5804,Norway,EMEA,Small
10191,30,64.64,1939.2,11/20/2003,Shipped,4,11,2003,Classic Cars,79,"Toms Spezialitten, Ltd",50739,Germany,EMEA,Small
10203,44,82.99,3651.56,12/2/2003,Shipped,4,12,2003,Classic Cars,79,Euro Shopping Channel,28034,Spain,EMEA,Medium
10211,28,92.57,2591.96,1/15/2004,Shipped,1,1,2004,Classic Cars,79,Auto Canal Petit,75016,France,EMEA,Small
10225,37,77.41,2864.17,2/22/2004,Shipped,1,2,2004,Classic Cars,79,"Vida Sport, Ltd",1203,Switzerland,EMEA,Small
10238,20,74.21,1484.2,4/9/2004,Shipped,2,4,2004,Classic Cars,79,Danish Wholesale Imports,1734,Denmark,EMEA,Small
10253,25,90.17,2254.25,6/1/2004,Cancelled,2,6,2004,Classic Cars,79,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Small
10266,35,76.61,2681.35,7/6/2004,Shipped,3,7,2004,Classic Cars,79,L'ordine Souveniers,42100,Italy,EMEA,Small
10276,38,83.79,3184.02,8/2/2004,Shipped,3,8,2004,Classic Cars,79,Online Mini Collectables,58339,USA,NA,Medium
10287,41,69.43,2846.63,8/30/2004,Shipped,3,8,2004,Classic Cars,79,"Vida Sport, Ltd",1203,Switzerland,EMEA,Small
10300,22,76.61,1685.42,10/4/2003,Shipped,4,10,2003,Classic Cars,79,"Blauer See Auto, Co.",60528,Germany,EMEA,Small
10310,49,81.4,3988.6,10/16/2004,Shipped,4,10,2004,Classic Cars,79,"Toms Spezialitten, Ltd",50739,Germany,EMEA,Medium
10320,38,73.42,2789.96,11/3/2004,Shipped,4,11,2004,Classic Cars,79,"Volvo Model Replicas, Co",S-958 22,Sweden,EMEA,Small
10329,33,100,3300,11/15/2004,Shipped,4,11,2004,Classic Cars,79,Land of Toys Inc.,10022,USA,NA,Medium
10341,36,93.56,3368.16,11/24/2004,Shipped,4,11,2004,Classic Cars,79,Salzburg Collectables,5020,Austria,EMEA,Medium
10363,34,81.62,2775.08,1/6/2005,Shipped,1,1,2005,Classic Cars,79,Suominen Souveniers,FIN-02271,Finland,EMEA,Small
10377,24,67.83,1627.92,2/9/2005,Shipped,1,2,2005,Classic Cars,79,"Toys of Finland, Co.",21240,Finland,EMEA,Small
10389,36,70.26,2529.36,3/3/2005,Shipped,1,3,2005,Classic Cars,79,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Small
10419,34,90.17,3065.78,5/17/2005,Shipped,2,5,2005,Classic Cars,79,Salzburg Collectables,5020,Austria,EMEA,Medium
10104,41,100,4100,1/31/2003,Shipped,1,1,2003,Trucks and Buses,118,Euro Shopping Channel,28034,Spain,EMEA,Medium
10115,46,100,4600,4/4/2003,Shipped,2,4,2003,Trucks and Buses,118,Classic Legends Inc.,10022,USA,NA,Medium
10127,24,100,2400,6/3/2003,Shipped,2,6,2003,Trucks and Buses,118,Muscle Machine Inc,10022,USA,NA,Small
10141,21,100,2100,8/1/2003,Shipped,3,8,2003,Trucks and Buses,118,Suominen Souveniers,FIN-02271,Finland,EMEA,Small
10151,24,100,2400,9/21/2003,Shipped,3,9,2003,Trucks and Buses,118,"Oulu Toy Supplies, Inc.",90110,Finland,EMEA,Medium
10165,48,100,4800,10/22/2003,Shipped,4,10,2003,Trucks and Buses,118,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10175,26,100,2600,11/6/2003,Shipped,4,11,2003,Trucks and Buses,118,"Stylish Desk Decors, Co.",WX3 6FW,UK,EMEA,Medium
10184,37,100,3700,11/14/2003,Shipped,4,11,2003,Trucks and Buses,118,"Iberia Gift Imports, Corp.",41101,Spain,EMEA,Medium
10195,49,100,4900,11/25/2003,Shipped,4,11,2003,Trucks and Buses,118,Mini Classics,24067,USA,NA,Medium
10207,34,99.54,3384.36,12/9/2003,Shipped,4,12,2003,Trucks and Buses,118,Diecast Collectables,51003,USA,NA,Medium
10219,48,100,4800,2/10/2004,Shipped,1,2,2004,Trucks and Buses,118,Signal Collectibles Ltd.,94217,USA,NA,Medium
10229,36,100,3600,3/11/2004,Shipped,1,3,2004,Trucks and Buses,118,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10246,46,100,4600,5/5/2004,Shipped,2,5,2004,Trucks and Buses,118,Euro Shopping Channel,28034,Spain,EMEA,Medium
10259,46,100,4600,6/15/2004,Shipped,2,6,2004,Trucks and Buses,118,Handji Gifts& Co,69045,Singapore,APAC,Medium
10271,31,97.17,3012.27,7/20/2004,Shipped,3,7,2004,Trucks and Buses,118,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10281,41,100,4100,8/19/2004,Shipped,3,8,2004,Trucks and Buses,118,Diecast Classics Inc.,70267,USA,NA,Medium
10292,21,100,2100,9/8/2004,Shipped,3,9,2004,Trucks and Buses,118,Land of Toys Inc.,10022,USA,NA,Small
10305,38,100,3800,10/13/2004,Shipped,4,10,2004,Trucks and Buses,118,Marta's Replicas Co.,51247,USA,NA,Medium
10314,45,100,4500,10/22/2004,Shipped,4,10,2004,Trucks and Buses,118,Heintze Collectables,8200,Denmark,EMEA,Medium
10324,26,58.38,1517.88,11/5/2004,Shipped,4,11,2004,Trucks and Buses,118,Vitachrome Inc.,10022,USA,NA,Small
10336,38,100,3800,11/20/2004,Shipped,4,11,2004,Trucks and Buses,118,"La Corne D'abondance, Co.",75012,France,EMEA,Medium
10349,48,100,4800,12/1/2004,Shipped,4,12,2004,Trucks and Buses,118,Muscle Machine Inc,10022,USA,NA,Medium
10358,42,64.16,2694.72,12/10/2004,Shipped,4,12,2004,Trucks and Buses,118,Euro Shopping Channel,28034,Spain,EMEA,Small
10371,49,35.71,1749.79,1/23/2005,Shipped,1,1,2005,Trucks and Buses,118,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10382,32,66.58,2130.56,2/17/2005,Shipped,1,2,2005,Trucks and Buses,118,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10412,54,100,5400,5/3/2005,Shipped,2,5,2005,Trucks and Buses,118,Euro Shopping Channel,28034,Spain,EMEA,Medium
10425,33,100,3300,5/31/2005,In Process,2,5,2005,Trucks and Buses,118,La Rochelle Gifts,44000,France,EMEA,Medium
10108,36,100,3600,3/3/2003,Shipped,1,3,2003,Classic Cars,115,Cruz & Sons Co.,1227 MM,Philippines,Japan,Medium
10122,20,100,2000,5/8/2003,Shipped,2,5,2003,Classic Cars,115,Marseille Mini Autos,13008,France,EMEA,Small
10135,29,97.89,2838.81,7/2/2003,Shipped,3,7,2003,Classic Cars,115,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10147,33,97.89,3230.37,9/5/2003,Shipped,3,9,2003,Classic Cars,115,Collectables For Less Inc.,58339,USA,NA,Medium
10160,50,100,5000,10/11/2003,Shipped,4,10,2003,Classic Cars,115,"Men 'R' US Retailers, Ltd.",Unknown,USA,NA,Medium
10170,41,100,4100,11/4/2003,Shipped,4,11,2003,Classic Cars,115,Mini Auto Werke,8010,Austria,EMEA,Medium
10181,36,100,3600,11/12/2003,Shipped,4,11,2003,Classic Cars,115,Herkku Gifts,N 5804,Norway,EMEA,Medium
10192,27,100,2700,11/20/2003,Shipped,4,11,2003,Classic Cars,115,Online Diecast Creations Co.,62005,USA,NA,Medium
10203,47,100,4700,12/2/2003,Shipped,4,12,2003,Classic Cars,115,Euro Shopping Channel,28034,Spain,EMEA,Medium
10212,33,100,3300,1/16/2004,Shipped,1,1,2004,Classic Cars,115,Euro Shopping Channel,28034,Spain,EMEA,Medium
10225,21,100,2100,2/22/2004,Shipped,1,2,2004,Classic Cars,115,"Vida Sport, Ltd",1203,Switzerland,EMEA,Small
10239,21,93.28,1958.88,4/12/2004,Shipped,2,4,2004,Classic Cars,115,"Oulu Toy Supplies, Inc.",90110,Finland,EMEA,Small
10253,41,100,4100,6/1/2004,Cancelled,2,6,2004,Classic Cars,115,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Medium
